Hard,355, Nigel, 21:21, 16 6 2024
Hard,408, Nigel, 1:34, 3 11 2023
Hard,425, Nigel, 23:30, 30 12 2023
Hard,522, Nigel, 0:56, 27 2 2024
Hard,572, Nigel, 19:43, 26 12 2023
